term,estimate,std_error,t_value,p_value
(Intercept),12.100859181239404,0.6016412153701979,20.113082136159147,1.1245838714135133e-84
gop_share_24,-4.688759794546734,0.7825915155779413,-5.991324594266909,2.320316909023494e-9
swingness_24,-4.9194694070893,0.8766788813890238,-5.611483875709217,2.182441529451346e-8
gop_share_24:swingness_24,10.955188818310434,1.3339398241408897,8.212655938483591,3.137960839668898e-16
