county_fips,Time,naics2c,county_export_usd,emp_share,EMP_num,total_emp,tariff_rate_mean,tariff_rate_median,tariff_rate_p90,n_tariff_lines,matched_emp,matched_tariff,matched_all,exposure_component_mean,exposure_component_p90
15003,2024,93,45481776,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
15003,2024,99,377899200,1.2653003431374027e-4,42,331937,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
15003,2025 through June,11,79767820,1.2954265417835313e-4,43,331937,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,2674.8692291101916,4133.334048328448
15003,2025 through June,21,1736224,4.036910618581237e-4,134,331937,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,143.41746656745107,192.74698030047873
15003,2025 through June,31-33,17555690988,0.022118655045987642,7342,331937,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,89481722.25732371,135907895.5701341
15003,2025 through June,91,181395536,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
15003,2025 through June,93,23050072,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
15003,2025 through June,99,69244500,1.2653003431374027e-4,42,331937,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
17031,2023,11,1755891660,1.6450483242976044e-5,41,2492328,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,7477.190004536314,11554.106531724556
17031,2023,21,60901248,1.3882602931877344e-4,346,2492328,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,1729.9926265270688,2325.0365711094205
17031,2023,31-33,294740167428,0.07018739106570243,174930,2492328,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,4767120351.917986,7240465187.913876
17031,2023,91,402517604,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2023,93,1380036016,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2023,99,3432303124,5.737607570111157e-5,143,2492328,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
17031,2024,11,1780923980,1.6450483242976044e-5,41,2492328,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,7583.786224085734,11718.824036001683
17031,2024,21,71662080,1.3882602931877344e-4,346,2492328,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,2035.6704348914645,2735.8545552591795
17031,2024,31-33,313959479144,0.07018739106570243,174930,2492328,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,5077973035.590906,7712598859.512461
17031,2024,91,317068752,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2024,93,1248196256,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2024,99,4162219048,5.737607570111157e-5,143,2492328,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
17031,2025 through June,11,849160296,1.6450483242976044e-5,41,2492328,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,3616.016307919759,5587.638887979431
17031,2025 through June,21,12499424,1.3882602931877344e-4,346,2492328,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,355.0651598442692,477.1924857402397
17031,2025 through June,31-33,174333703256,0.07018739106570243,174930,2492328,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,2819669107.434855,4282609732.226347
17031,2025 through June,91,116834448,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2025 through June,93,460740152,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
17031,2025 through June,99,1846517088,5.737607570111157e-5,143,2492328,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
22071,2023,11,96185222352,4.96933693233796e-4,88,177086,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,12372824.07045858,19119071.11115729
22071,2023,21,100227508304,0.0046248715313463515,819,177086,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,94849220.21987802,127473321.19856116
22071,2023,31-33,373650757500,0.021085800119715843,3734,177086,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,1815572697.9338467,2757553815.5288954
22071,2023,91,802831692,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2023,93,586506872,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2023,98,12618936,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2023,99,6230876132,6.21167116542245e-5,11,177086,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
22071,2024,11,88630448768,4.96933693233796e-4,88,177086,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,11401012.786341542,17617382.495700393
22071,2024,21,69275633336,0.0046248715313463515,819,177086,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,65558247.56441195,88107498.71870504
22071,2024,31-33,388932372744,0.021085800119715843,3734,177086,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,1889826216.3877363,2870332595.1183805
22071,2024,91,602187124,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2024,93,593975928,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2024,98,14843756,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2024,99,6628061336,6.21167116542245e-5,11,177086,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
22071,2025 through June,11,38394146912,4.96933693233796e-4,88,177086,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,4938846.253731604,7631738.0894164415
22071,2025 through June,21,41106590188,0.0046248715313463515,819,177086,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,38900777.752591155,52280992.14558069
22071,2025 through June,31-33,201403775764,0.021085800119715843,3734,177086,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,978622923.1394212,1486365915.6905208
22071,2025 through June,91,239177216,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2025 through June,93,303618204,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2025 through June,98,4445048,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
22071,2025 through June,99,3441368444,6.21167116542245e-5,11,177086,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
23005,2023,11,2114760376,7.630695393165002e-4,145,190022,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,417721.9748092575,645483.6903516436
23005,2023,21,1056104064,2.3155213606845524e-4,44,190022,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,50038.31342476134,67249.36678068856
23005,2023,31-33,25076784088,0.079348706991822,15078,190022,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,458531721.51052594,696433637.5135638
23005,2023,91,157413616,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2023,93,78066652,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2023,98,12750596,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2023,99,481424292,2.631274273505173e-5,5,190022,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
23005,2024,11,2360558004,7.630695393165002e-4,145,190022,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,466273.60824103083,720507.963456863
23005,2024,21,822849244,2.3155213606845524e-4,44,190022,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,38986.67733239584,52396.437530391224
23005,2024,31-33,23901704872,0.079348706991822,15078,190022,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,437045270.3797544,663799281.7726663
23005,2024,91,221044344,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2024,93,283586924,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2024,98,10442932,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2024,99,187461260,2.631274273505173e-5,5,190022,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
23005,2025 through June,11,647282744,7.630695393165002e-4,145,190022,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,127855.72736853428,197568.69810864006
23005,2025 through June,21,1083568468,2.3155213606845524e-4,44,190022,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,51339.57956151988,68998.2131690015
23005,2025 through June,31-33,11231299696,0.079348706991822,15078,190022,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,205365535.1633351,311916188.0503352
23005,2025 through June,91,86639164,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2025 through June,93,43480920,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2025 through June,98,1246432,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
23005,2025 through June,99,130709080,2.631274273505173e-5,5,190022,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
24510,2023,11,1245311452,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
24510,2023,21,23031237868,NA,NA,NA,0.2046195652173913,0.25,0.275,92,FALSE,TRUE,FALSE,NA,NA
24510,2023,31-33,59498268376,0.036621940024986824,11051,301759,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,502115195.12665874,762629705.6197548
24510,2023,91,2451185476,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2023,93,1528985480,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2023,99,562534940,1.0604489012755211e-4,32,301759,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
24510,2024,11,1092413784,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
24510,2024,21,19238448432,NA,NA,NA,0.2046195652173913,0.25,0.275,92,FALSE,TRUE,FALSE,NA,NA
24510,2024,31-33,35587882580,0.036621940024986824,11051,301759,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,300331708.69573206,456154055.51136166
24510,2024,91,1850152984,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2024,93,1331107484,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2024,99,572626484,1.0604489012755211e-4,32,301759,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
24510,2025 through June,11,476796936,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
24510,2025 through June,21,10168222792,NA,NA,NA,0.2046195652173913,0.25,0.275,92,FALSE,TRUE,FALSE,NA,NA
24510,2025 through June,31-33,18649492872,0.036621940024986824,11051,301759,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,157385987.9964973,239043213.30918112
24510,2025 through June,91,1040789060,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2025 through June,93,978827076,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
24510,2025 through June,99,195302816,1.0604489012755211e-4,32,301759,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
25025,2023,11,811132460,6.108116437357795e-5,44,720353,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,12825.110901609467,19817.96604720186
25025,2023,21,2950172,4.8587289842618826e-5,35,720353,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,29.330344870470814,39.41873706363408
25025,2023,31-33,33796482736,0.011015432711462297,7935,720353,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,85788832.51155704,130299008.51187682
25025,2023,91,2237521468,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2023,93,249767856,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2023,98,86788,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2023,99,267181916,1.30491578434462e-4,94,720353,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
25025,2024,11,845321324,6.108116437357795e-5,44,720353,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,13365.683488730496,20653.284295893816
25025,2024,21,2543384,4.8587289842618826e-5,35,720353,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,25.28609513548279,33.983437286996796
25025,2024,31-33,33545725700,0.011015432711462297,7935,720353,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,85152312.03306407,129332239.4719325
25025,2024,91,2070511936,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2024,93,247688324,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2024,99,305257932,1.30491578434462e-4,94,720353,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
25025,2025 through June,11,375942052,6.108116437357795e-5,44,720353,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,5944.156777400615,9185.191309260876
25025,2025 through June,21,246012,4.8587289842618826e-5,35,720353,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,2.445829193102729,3.287090495909644
25025,2025 through June,31-33,18053301908,0.011015432711462297,7935,720353,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,45826416.487306066,69602726.33555077
25025,2025 through June,91,896654756,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2025 through June,93,171951024,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
25025,2025 through June,99,107775180,1.30491578434462e-4,94,720353,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
26163,2023,11,14649377080,1.5475736149216148e-4,103,665558,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,586857.3054905465,906839.577761818
26163,2023,21,21202074276,2.2537479828955553e-4,150,665558,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,977756.8341290969,1314063.6336502605
26163,2023,31-33,563560128952,0.13450968961382778,89524,665558,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,17468335372.539566,26531504308.4218
26163,2023,91,3394888208,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2023,93,1003465728,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2023,98,109082680,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2023,99,406203712,5.859744755528444e-5,39,665558,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
26163,2024,11,15810767052,1.5475736149216148e-4,103,665558,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,633382.8461923538,978733.0368538881
26163,2024,21,20475315584,2.2537479828955553e-4,150,665558,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,944241.5625280493,1269020.532906223
26163,2024,31-33,549891670288,0.13450968961382778,89524,665558,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,17044662355.762356,25888015262.083866
26163,2024,91,3337061316,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2024,93,859354020,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2024,98,139385772,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2024,99,793277360,5.859744755528444e-5,39,665558,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
26163,2025 through June,11,7900675836,1.5475736149216148e-4,103,665558,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,316502.8319872582,489075.0985536949
26163,2025 through June,21,10694554564,2.2537479828955553e-4,150,665558,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,493191.0754012455,662827.84635599
26163,2025 through June,31-33,253532341676,0.13450968961382778,89524,665558,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,7858589961.673584,11935894805.066992
26163,2025 through June,91,1617475968,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2025 through June,93,2683937672,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2025 through June,98,179355772,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
26163,2025 through June,99,324604872,5.859744755528444e-5,39,665558,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27053,2023,11,583774552,9.369666344052019e-5,88,939201,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,14158.959046635444,21879.09108955378
27053,2023,21,628095776,2.1294696236481862e-5,20,939201,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,2736.8089386616925,3678.154908267773
27053,2023,31-33,7360897664,0.08349969814768085,78423,939201,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,141635909.72473192,215121456.56398916
27053,2023,91,7161376,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2023,93,30816352,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2023,98,114960,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2023,99,85866804,2.5553635483778234e-5,24,939201,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27053,2024,11,638061668,9.369666344052019e-5,88,939201,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,15475.647226294133,23913.699744357174
27053,2024,21,241747364,2.1294696236481862e-5,20,939201,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,1053.3685657091598,1415.682587646308
27053,2024,31-33,8909903932,0.08349969814768085,78423,939201,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,171441365.79165816,260391001.09639215
27053,2024,91,1952248,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2024,93,8437600,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2024,98,91692,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2024,99,54883684,2.5553635483778234e-5,24,939201,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27053,2025 through June,11,93260728,9.369666344052019e-5,88,939201,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,2261.9602445627115,3495.287617453559
27053,2025 through June,21,202914984,2.1294696236481862e-5,20,939201,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,884.1637903318654,1188.2785601804087
27053,2025 through June,31-33,3934775368,0.08349969814768085,78423,939201,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,75711620.2735388,114993394.42742543
27053,2025 through June,91,105136,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2025 through June,93,5813920,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2025 through June,98,180496,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27053,2025 through June,99,24407900,2.5553635483778234e-5,24,939201,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27137,2023,11,278365196,0.0013179297816510928,111,84223,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,94966.24080873225,146746.31279341746
27137,2023,21,1527440084,0.04029778089120549,3394,84223,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,12594834.703694513,16926922.60310604
27137,2023,31-33,20470533108,0.06033981216532301,5082,84223,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,284636635.88001883,432315842.931261
27137,2023,91,200614584,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2023,93,23137040,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2023,98,690716,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2023,99,1045860,8.311268893295181e-5,7,84223,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27137,2024,11,286554028,0.0013179297816510928,111,84223,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,97759.91833318202,151063.23502131246
27137,2024,21,1390700968,0.04029778089120549,3394,84223,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,11467323.005141163,15411594.795754129
27137,2024,31-33,18472849424,0.06033981216532301,5082,84223,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,256859442.175965,390126892.54085934
27137,2024,91,141179564,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2024,93,17641144,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2024,98,227380,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2024,99,4630024,8.311268893295181e-5,7,84223,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
27137,2025 through June,11,89221572,0.0013179297816510928,111,84223,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,30438.56564556168,47035.10676181091
27137,2025 through June,21,620834788,0.04029778089120549,3394,84223,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,5119226.354651058,6880022.670527054
27137,2025 through June,31-33,7901115380,0.06033981216532301,5082,84223,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,109862644.49479215,166863136.27401066
27137,2025 through June,91,37595152,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2025 through June,93,14450272,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
27137,2025 through June,99,553984,8.311268893295181e-5,7,84223,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29189,2023,11,732594,1.0651218690186253e-4,67,629036,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,20.198759567383018,31.21207562047323
29189,2023,31-33,1607288200,0.07158731773698167,45031,629036,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,26514750.061719894,40271507.873905465
29189,2023,93,5805652,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29189,2023,99,13645868,1.5738367915349837e-4,99,629036,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29189,2024,11,8955730,1.0651218690186253e-4,67,629036,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,246.92344875933892,381.55775504104696
29189,2024,31-33,945323662,0.07158731773698167,45031,629036,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,15594602.527013997,23685614.87455837
29189,2024,93,17030000,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29189,2024,99,12375274,1.5738367915349837e-4,99,629036,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29189,2025 through June,11,75156,1.0651218690186253e-4,67,629036,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,2.072168177798669,3.202011967518552
29189,2025 through June,31-33,872651430,0.07158731773698167,45031,629036,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,14395759.613896532,21864771.317564495
29189,2025 through June,93,93918,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29189,2025 through June,99,8151816,1.5738367915349837e-4,99,629036,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29510,2023,11,732594,7.144205793950898e-5,14,195963,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,13.548129967970409,20.935209197654657
29510,2023,31-33,1607288200,0.07936702336665595,15553,195963,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,29396223.440600343,44647988.04422263
29510,2023,93,5805652,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29510,2023,99,13645868,1.3267810760194526e-4,26,195963,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29510,2024,11,8955730,7.144205793950898e-5,14,195963,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,165.62160486988924,255.92631262023951
29510,2024,31-33,945323662,0.07936702336665595,15553,195963,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,17289335.908668123,26259633.80985237
29510,2024,93,17030000,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29510,2024,99,12375274,1.3267810760194526e-4,26,195963,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
29510,2025 through June,11,75156,7.144205793950898e-5,14,195963,0.2588582677165354,0.25,0.4,762,TRUE,TRUE,TRUE,1.3898875173326346,2.1477197226006948
29510,2025 through June,31-33,872651430,0.07936702336665595,15553,195963,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,15960209.514410302,24240911.252514504
29510,2025 through June,93,93918,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
29510,2025 through June,99,8151816,1.3267810760194526e-4,26,195963,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA
30013,2023,11,5750260008,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
30013,2023,21,193612464,1.9966722129783693e-4,6,30050,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,7910.195980901395,10630.96724126456
30013,2023,31-33,73687455740,0.04519134775374376,1358,30050,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,767373055.8798963,1165512403.1022296
30013,2023,91,48681204,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2023,93,380953228,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2023,98,27234888,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2023,99,3319155760,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2024,11,6538756560,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
30013,2024,21,172836896,1.9966722129783693e-4,6,30050,0.2046195652173913,0.25,0.275,92,TRUE,TRUE,TRUE,7061.39311408522,9490.212259567388
30013,2024,31-33,78468091332,0.04519134775374376,1358,30050,0.23043990681101822,0.25,0.35,7297,TRUE,TRUE,TRUE,817158068.8979241,1241127581.0349286
30013,2024,91,24060436,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2024,93,354530308,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2024,98,23736900,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2024,99,2466302532,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA
30013,2025 through June,11,2813059364,NA,NA,NA,0.2588582677165354,0.25,0.4,762,FALSE,TRUE,FALSE,NA,NA
