county_fips,naics2c,EMP_num,ESTAB,PAYANN,total_emp,emp_share
18083,56,757,37,24830,14031,0.053951963509372106
18083,61,77,5,1624,14031,0.00548784833582781
18083,62,3366,135,179854,14031,0.23989737010904427
18083,71,126,9,2255,14031,0.008980115458627326
18083,72,1335,76,25630,14031,0.09514646140688475
18083,81,540,107,15459,14031,0.03848620910840282
18085,11,12,7,622,38731,3.0982933567426607e-4
18085,22,69,6,6172,38731,0.00178151868012703
18085,23,1535,241,91381,38731,0.039632335854999874
18085,31-33,12529,184,768628,38731,0.32348764555524
18085,42,3680,95,424950,38731,0.09501432960677493
18085,44-45,3762,286,118757,38731,0.09713149673388242
18085,48-49,371,58,23617,38731,0.00957889029459606
18085,51,296,28,13548,38731,0.007642456946631897
18085,52,778,123,60706,38731,0.02008726859621492
18085,53,225,79,10248,38731,0.005809300043892489
18085,54,663,151,36868,38731,0.0171180707960032
18085,55,3318,8,456076,38731,0.08566781131393457
18085,56,1437,120,80125,38731,0.037102062946993364
18085,61,1000,24,20838,38731,0.02581911130618884
18085,62,4092,175,202469,38731,0.10565180346492474
18085,71,253,35,9097,38731,0.006532235160465777
18085,72,2947,175,58539,38731,0.07608892101933852
18085,81,1748,241,70803,38731,0.045131806563218094
18087,11,68,18,4411,13799,0.004927893325603305
18087,23,878,148,53314,13799,0.06362779911587796
18087,31-33,7320,188,429850,13799,0.5304732226972969
18087,42,683,54,33361,13799,0.049496340314515545
18087,44-45,1428,141,45094,13799,0.1034857598376694
18087,48-49,415,59,23499,13799,0.03007464309007899
18087,51,33,8,1074,13799,0.002391477643307486
18087,52,225,31,12783,13799,0.016305529386187404
18087,53,75,29,1956,13799,0.005435176462062468
18087,54,229,41,9907,13799,0.01659540546416407
18087,55,35,4,2339,13799,0.0025364156822958186
18087,56,162,33,6204,13799,0.011739981158054932
18087,62,966,54,48923,13799,0.07000507283136459
18087,71,32,8,1613,13799,0.00231900862381332
18087,72,763,60,16121,13799,0.05529386187404885
18087,81,429,95,15522,13799,0.03108920936299732
18087,99,20,3,252,13799,0.001449380389883325
18089,11,9,4,227,171790,5.238954537516736e-5
18089,21,90,5,7129,171790,5.238954537516735e-4
18089,22,2733,38,395119,171790,0.015908958612259154
18089,23,10851,959,933264,171790,0.0631643285406601
18089,31-33,22053,363,2013145,171790,0.12837184935095175
18089,42,5780,432,446643,171790,0.03364573025205193
18089,44-45,24256,1521,841435,171790,0.14119564584667327
18089,48-49,8894,564,525858,171790,0.05177251295185983
18089,51,1232,117,72493,171790,0.007171546655800687
18089,52,3828,573,271361,171790,0.022283019966237848
18089,53,1877,433,93394,171790,0.010926130741021015
18089,54,7080,907,514362,171790,0.041213109028464985
18089,55,1177,29,132826,171790,0.006851388322952442
18089,56,7187,490,405611,171790,0.041835962512369755
18089,61,2807,135,96103,171790,0.016339717096454973
18089,62,35933,1483,2054973,171790,0.20916817044065428
18089,71,3036,143,86293,171790,0.01767273997322312
18089,72,23005,1129,508971,171790,0.133913499039525
18089,81,9952,1231,418895,171790,0.057931195063740615
18089,99,10,10,460,171790,5.821060597240817e-5
18091,11,7,6,288,34909,2.0052135552436334e-4
18091,22,311,13,31093,34909,0.008908877366868143
18091,23,1965,213,160789,34909,0.056289209086481995
18091,31-33,7772,155,500122,34909,0.2226359964479074
18091,42,2333,113,169870,34909,0.06683090320547709
18091,44-45,5091,383,166059,34909,0.14583631728207624
18091,48-49,1154,70,64850,34909,0.0330573777535879
18091,51,282,28,11569,34909,0.008078146036838638
18091,52,803,104,49588,34909,0.02300266406943768
18091,53,343,86,18389,34909,0.009825546420693804
18091,54,803,154,49438,34909,0.02300266406943768
18091,55,83,11,6019,34909,0.002377610358360308
18091,56,1483,121,59915,34909,0.04248188146323298
18091,61,249,19,7522,34909,0.007132831075080925
18091,62,5634,273,316978,34909,0.16139104528918044
18091,71,412,37,10783,34909,0.011802114068005385
18091,72,4835,258,107764,34909,0.13850296485147096
18091,81,1348,250,44308,34909,0.03861468389240597
18091,99,1,3,79,34909,2.8645907932051906e-5
18093,11,14,3,741,12033,0.0011634671320535194
18093,21,365,9,24539,12033,0.030333250228538187
18093,22,35,3,3321,12033,0.0029086678301337987
18093,23,638,89,38099,12033,0.053020859303581816
18093,31-33,2463,51,178334,12033,0.20468711044627275
18093,42,170,20,11034,12033,0.014127815174935594
18093,44-45,2033,167,61108,12033,0.16895204853320037
18093,48-49,173,25,9762,12033,0.014377129560375634
18093,51,94,18,4437,12033,0.007811850743787916
18093,52,358,56,25064,12033,0.029751516662511426
18093,53,94,39,3874,12033,0.007811850743787916
18093,54,592,66,36896,12033,0.049198038726834536
18093,56,172,42,10404,12033,0.014294024765228954
18093,61,139,8,4687,12033,0.011551566525388515
18093,62,2779,127,123934,12033,0.2309482257126236
18093,71,64,9,1100,12033,0.005318706889387518
18093,72,1192,59,22188,12033,0.09906091581484251
18093,81,654,117,17574,12033,0.054350536025928695
18095,21,59,3,3947,34645,0.0017029874440756241
18095,23,1777,226,116599,34645,0.05129167268004041
18095,31-33,4694,104,326096,34645,0.13548852648289797
18095,42,987,66,71426,34645,0.028488959445807475
18095,44-45,4664,343,143822,34645,0.13462260066387646
18095,48-49,3553,86,183143,34645,0.10255448116611343
18095,51,246,34,12939,34645,0.007100591715976331
18095,52,861,137,55842,34645,0.02485207100591716
18095,53,267,91,12150,34645,0.007706739789291384
18095,54,807,188,39432,34645,0.02329340453167845
18095,55,229,4,16251,34645,0.006609900418530813
18095,56,1560,146,66984,34645,0.0450281425891182
18095,61,1300,33,31064,34645,0.0375234521575985
18095,62,6619,332,363031,34645,0.19105209987011113
18095,71,991,40,33226,34645,0.02860441622167701
18095,72,4303,233,82755,34645,0.12420262664165103
18095,81,1700,281,47552,34645,0.04906912974455188
18095,99,2,4,58,34645,5.7728387934766925e-5
18097,11,40,7,2143,544147,7.350954797141213e-5
18097,21,156,11,17733,544147,2.8668723708850734e-4
18097,22,1402,25,182495,544147,0.0025765096563979953
18097,23,31674,1910,2661923,544147,0.0582085355611627
18097,31-33,42832,751,3622032,544147,0.07871402396778812
18097,42,28908,1262,2645924,544147,0.05312535031893955
18097,44-45,45527,2856,1653648,544147,0.083666729762362
18097,48-49,39583,978,2243779,544147,0.07274321093381017
18097,51,14034,471,1993242,544147,0.02579082490576995
18097,52,26138,1296,2587602,544147,0.04803481412191926
18097,53,13532,1549,1087260,544147,0.024868280078728724
18097,54,46443,2627,4452056,544147,0.08535009841090735
18097,55,20461,203,2373508,544147,0.03760197152607659
18097,56,36242,1445,1596463,544147,0.06660332593949797
18097,61,13977,357,610362,544147,0.025686073799910687
18097,62,98203,3216,6956449,544147,0.18047145348591465
18097,71,8748,406,879406,544147,0.016076538141347834
18097,72,49855,2405,1210621,544147,0.0916204628528688
18097,81,26378,2456,1179274,544147,0.04847587140974773
18097,99,14,17,512,544147,2.5728341789994248e-5
18099,22,76,5,7349,18275,0.0041586867305061555
18099,23,704,118,40407,18275,0.03852257181942544
18099,31-33,7147,133,401895,18275,0.39108071135430916
18099,42,809,56,49092,18275,0.04426812585499316
18099,44-45,2049,159,64570,18275,0.11212038303693571
18099,48-49,364,31,18994,18275,0.019917920656634745
18099,51,57,12,2562,18275,0.003119015047879617
18099,52,548,67,36949,18275,0.029986320109439125
18099,53,150,36,7027,18275,0.008207934336525308
18099,54,302,67,12885,18275,0.01652530779753762
18099,56,608,52,28113,18275,0.033269493844049244
18099,61,494,13,27265,18275,0.027031463748290015
18099,62,2154,98,98247,18275,0.11786593707250342
18099,71,98,17,3119,18275,0.005362517099863201
18099,72,1619,94,30790,18275,0.08859097127222983
18099,81,1060,144,43440,18275,0.058002735978112174
18101,23,83,22,3607,2220,0.03738738738738739
18101,31-33,402,12,31263,2220,0.1810810810810811
18101,42,51,6,2905,2220,0.022972972972972974
18101,44-45,321,32,9244,2220,0.1445945945945946
18101,48-49,205,15,11360,2220,0.09234234234234234
18101,51,22,3,668,2220,0.00990990990990991
18101,52,36,11,2347,2220,0.016216216216216217
18101,53,5,3,207,2220,0.0022522522522522522
18101,54,575,43,41972,2220,0.25900900900900903
18101,56,31,10,1177,2220,0.013963963963963964
18101,62,128,16,4665,2220,0.05765765765765766
18101,72,223,21,3517,2220,0.10045045045045045
18101,81,112,30,2767,2220,0.05045045045045045
18103,11,5,3,106,6390,7.82472613458529e-4
18103,21,14,3,1309,6390,0.002190923317683881
18103,23,385,64,25027,6390,0.06025039123630673
18103,31-33,1528,31,70632,6390,0.23912363067292644
18103,42,267,30,16941,6390,0.04178403755868545
18103,44-45,862,87,28933,6390,0.13489827856025038
18103,48-49,355,36,19980,6390,0.05555555555555555
18103,51,47,7,1897,6390,0.007355242566510172
18103,52,244,35,15933,6390,0.038184663536776214
18103,53,43,21,1461,6390,0.006729264475743349
18103,54,98,29,4484,6390,0.015336463223787167
18103,56,148,21,7143,6390,0.023161189358372455
18103,61,25,3,515,6390,0.003912363067292645
18103,62,1010,50,53017,6390,0.15805946791862285
18103,71,142,12,2483,6390,0.022222222222222223
18103,72,816,61,13851,6390,0.12769953051643193
18103,81,359,87,8893,6390,0.056181533646322376
18105,11,19,5,768,53866,3.527271377121004e-4
18105,21,545,14,29321,53866,0.01011769947647867
18105,22,459,13,50542,53866,0.00852114506367653
18105,23,2433,245,170368,53866,0.04516763821334423
18105,31-33,9153,88,606128,53866,0.16992165744625554
18105,42,1851,81,183800,53866,0.03436304904763673
18105,44-45,6148,397,196493,53866,0.11413507592915755
18105,48-49,956,58,52838,53866,0.017747744402777262
18105,51,868,58,61186,53866,0.016114060817584375
18105,52,1954,174,131965,53866,0.03627520142576022
18105,53,1260,201,62696,53866,0.023391378606170868
18105,54,1901,288,132878,53866,0.03529127835740541
18105,55,525,22,68855,53866,0.009746407752571195
18105,56,2802,181,118230,53866,0.05201797051943712
18105,61,593,47,17220,53866,0.011008799613856608
18105,62,10882,453,612902,53866,0.20201982697805665
18105,71,838,62,14960,53866,0.015557123231723164
18105,72,8367,393,173568,53866,0.15532989269669178
18105,81,2312,313,87148,53866,0.04292132328370401
18107,11,12,4,1881,14331,8.373456144023446e-4
18107,23,393,78,21161,14331,0.027423068871676785
18107,31-33,4936,47,392749,14331,0.3444281627241644
18107,42,509,44,36331,14331,0.03551740981089945
18107,44-45,1690,129,57423,14331,0.1179261740283302
18107,48-49,242,46,13436,14331,0.016886469890447283
18107,51,1019,16,87998,14331,0.0711045984229991
18107,52,241,54,14984,14331,0.016816691089247087
18107,53,93,33,3582,14331,0.006489428511618171
18107,54,222,56,11384,14331,0.015490893866443374
18107,56,570,55,18274,14331,0.039773916684111364
18107,61,778,9,25582,14331,0.05428790733375201
18107,62,1573,103,98200,14331,0.10976205428790733
18107,71,72,8,1362,14331,0.0050240736864140675
18107,72,1425,88,24981,14331,0.09943479171027841
18107,81,454,105,12997,14331,0.0316795757448887
18109,11,4,3,230,13063,3.0620837479905077e-4
18109,21,43,4,2983,13063,0.0032917400290897957
18109,22,192,10,17060,13063,0.014698001990354436
18109,23,1172,189,72251,13063,0.08971905381612187
18109,31-33,2265,74,130478,13063,0.1733904922299625
18109,42,303,38,24024,13063,0.023195284391028095
18109,44-45,2088,166,69815,13063,0.1598407716451045
18109,48-49,243,56,12097,13063,0.018602158769042334
18109,51,77,23,3097,13063,0.005894511214881727
18109,52,367,75,23168,13063,0.028094618387812905
18109,53,147,65,5161,13063,0.011253157773865116
18109,54,427,100,27167,13063,0.03268774400979867
18109,56,1019,66,32722,13063,0.07800658348005818
18109,61,131,11,3619,13063,0.010028324274668913
18109,62,1908,108,109976,13063,0.1460613947791472
18109,71,146,18,2345,13063,0.011176605680165352
18109,72,1696,99,33040,13063,0.12983235091479753
18109,81,809,139,24449,13063,0.06193064380310802
18111,23,90,30,4097,2151,0.04184100418410042
18111,31-33,356,11,22538,2151,0.16550441655044165
18111,42,162,15,9313,2151,0.07531380753138076
18111,44-45,349,40,11560,2151,0.16225011622501162
18111,48-49,34,20,1611,2151,0.01580660158066016
18111,52,96,17,5041,2151,0.044630404463040445
18111,53,21,10,923,2151,0.009762900976290097
18111,54,53,16,2857,2151,0.024639702463970247
18111,56,52,4,5952,2151,0.02417480241748024
18111,62,216,13,9190,2151,0.100418410041841
18111,72,418,26,9871,2151,0.19432821943282194
18111,81,95,24,2710,2151,0.04416550441655044
18113,11,6,5,387,15650,3.8338658146964857e-4
18113,22,54,3,5259,15650,0.003450479233226837
18113,23,621,106,36681,15650,0.03968051118210863
18113,31-33,7915,116,485427,15650,0.5057507987220448
18113,42,499,41,30344,15650,0.03188498402555911
18113,44-45,1552,128,51728,15650,0.09916932907348243
18113,48-49,183,39,9417,15650,0.011693290734824282
18113,51,331,14,14963,15650,0.021150159744408946
18113,52,250,46,14457,15650,0.01597444089456869
18113,53,122,34,3943,15650,0.007795527156549521
18113,54,243,54,13551,15650,0.015527156549520766
18113,56,475,49,21013,15650,0.03035143769968051
18113,61,123,6,4155,15650,0.007859424920127795
18113,62,1372,77,68714,15650,0.08766773162939297
18113,71,174,9,2467,15650,0.011118210862619809
18113,72,1161,72,19421,15650,0.074185303514377
18113,81,538,119,16867,15650,0.034376996805111824
18115,23,59,13,3168,801,0.07365792759051186
18115,31-33,31,4,1071,801,0.03870162297128589
18115,42,70,4,3361,801,0.08739076154806492
18115,44-45,28,5,513,801,0.03495630461922597
18115,48-49,13,5,396,801,0.016229712858926344
18115,52,17,6,772,801,0.02122347066167291
18115,53,12,5,345,801,0.0149812734082397
18115,54,29,4,1077,801,0.03620474406991261
18115,56,19,5,490,801,0.02372034956304619
18115,62,97,10,4345,801,0.12109862671660425
18115,72,378,11,11872,801,0.47191011235955055
18115,81,32,10,874,801,0.039950062421972535
18117,22,169,4,11382,8500,0.01988235294117647
18117,23,2142,41,172702,8500,0.252
18117,31-33,1538,21,76917,8500,0.18094117647058824
18117,42,165,11,7792,8500,0.019411764705882354
18117,44-45,631,61,19036,8500,0.07423529411764705
18117,48-49,158,27,6454,8500,0.01858823529411765
18117,51,28,7,940,8500,0.0032941176470588237
18117,52,84,22,4041,8500,0.00988235294117647
18117,53,36,14,901,8500,0.0042352941176470585
18117,54,75,23,2854,8500,0.008823529411764706
18117,56,183,14,6895,8500,0.021529411764705884
18117,62,723,43,35595,8500,0.08505882352941177
18117,71,152,7,1809,8500,0.01788235294117647
18117,72,2093,48,67764,8500,0.24623529411764705
18117,81,185,48,5225,8500,0.02176470588235294
18119,23,181,56,8666,4050,0.04469135802469136
18119,31-33,1944,34,111514,4050,0.48
18119,42,50,9,1818,4050,0.012345679012345678
18119,44-45,549,51,17906,4050,0.13555555555555557
18119,48-49,68,18,2675,4050,0.016790123456790124
18119,51,11,5,492,4050,0.0027160493827160493
18119,52,87,14,4518,4050,0.02148148148148148
18119,53,16,9,581,4050,0.003950617283950617
18119,54,81,19,3873,4050,0.02
18119,56,52,14,2073,4050,0.012839506172839505
18119,62,435,28,18539,4050,0.10740740740740741
18119,71,54,8,1110,4050,0.013333333333333334
18119,72,336,30,7042,4050,0.08296296296296296
18119,81,156,44,2818,4050,0.03851851851851852
18121,23,190,27,15927,2282,0.08326029798422437
18121,31-33,292,17,15574,2282,0.12795793163891322
18121,42,226,13,10070,2282,0.09903593339176162
18121,44-45,433,54,12485,2282,0.18974583698510078
18121,48-49,69,16,3881,2282,0.030236634531113058
18121,51,23,5,919,2282,0.010078878177037686
18121,52,43,14,2366,2282,0.018843120070113933
18121,53,15,11,749,2282,0.006573181419807186
18121,54,119,9,6383,2282,0.05214723926380368
18121,56,159,24,6245,2282,0.06967572304995617
18121,61,13,4,490,2282,0.0056967572304995615
18121,62,218,26,7263,2282,0.09553023663453111
18121,71,10,7,452,2282,0.0043821209465381246
18121,72,280,28,4130,2282,0.12269938650306748
18121,81,153,44,4710,2282,0.06704645048203331
18123,11,8,3,401,5380,0.001486988847583643
18123,22,52,4,4033,5380,0.009665427509293681
18123,23,242,37,16315,5380,0.04498141263940521
18123,31-33,1863,21,135028,5380,0.3462825278810409
18123,42,53,6,2586,5380,0.009851301115241635
18123,44-45,674,60,18048,5380,0.12527881040892194
18123,48-49,85,13,4756,5380,0.015799256505576207
18123,51,11,4,299,5380,0.0020446096654275093
18123,52,96,22,6265,5380,0.017843866171003718
18123,53,42,12,1130,5380,0.007806691449814126
18123,54,119,21,5905,5380,0.02211895910780669
18123,55,42,3,6284,5380,0.007806691449814126
18123,56,348,15,14558,5380,0.06468401486988848
18123,61,14,4,77,5380,0.0026022304832713753
18123,62,955,41,45754,5380,0.1775092936802974
18123,71,29,6,495,5380,0.005390334572490706
18123,72,617,45,9727,5380,0.11468401486988848
18123,81,129,38,4432,5380,0.023977695167286244
18125,21,35,6,3401,1993,0.017561465127947817
18125,23,70,18,3503,1993,0.035122930255895635
18125,31-33,166,8,11457,1993,0.08329152032112393
18125,42,75,4,8867,1993,0.03763171098845961
18125,44-45,220,26,5609,1993,0.11038635223281486
18125,48-49,214,11,13414,1993,0.10737581535373808
18125,52,29,8,1614,1993,0.014550928248871048
18125,53,64,10,2381,1993,0.032112393376818864
18125,54,63,10,3917,1993,0.03161063723030607
18125,56,156,13,8834,1993,0.07827395885599599
18125,62,345,20,12200,1993,0.1731058705469142
18125,71,7,4,163,1993,0.0035122930255895636
18125,72,123,13,1678,1993,0.06171600602107376
18125,81,125,43,4047,1993,0.06271951831409935
18127,11,12,3,446,55789,2.1509616591084264e-4
18127,21,34,4,2566,55789,6.094391367473874e-4
18127,22,218,14,24687,55789,0.003907580347380308
18127,23,3892,408,288312,55789,0.0697628564770833
18127,31-33,10074,150,913073,55789,0.18057323128215239
18127,42,2040,162,165975,55789,0.03656634820484325
18127,44-45,7510,464,255549,55789,0.13461435049920234
18127,48-49,2686,163,164763,55789,0.04814569180304361
18127,51,666,44,35400,55789,0.011937837208051767
18127,52,1132,213,81954,55789,0.02029073831758949
18127,53,833,176,51552,55789,0.014931258850310993
18127,54,2143,364,148969,55789,0.03841259029557798
18127,55,813,11,62780,55789,0.01457276524045959
18127,56,2056,215,102819,55789,0.036853143092724375
18127,61,1731,46,64734,55789,0.03102762193263905
18127,62,9107,467,490800,55789,0.16324006524583698
18127,71,869,50,14813,55789,0.01557654734804352
18127,72,7103,367,142770,55789,0.12731900553872627
18127,81,2858,410,107702,55789,0.05122873684776569
18127,99,12,3,81,55789,2.1509616591084264e-4
18129,21,32,5,3722,9770,0.0032753326509723643
18129,22,99,5,10739,9770,0.010133060388945752
18129,23,423,83,28175,9770,0.04329580348004094
18129,31-33,3193,33,403404,9770,0.3268167860798362
18129,42,311,23,28700,9770,0.03183213920163767
18129,44-45,686,59,23570,9770,0.07021494370522006
18129,48-49,2728,34,151659,9770,0.2792221084953941
18129,51,24,8,847,9770,0.0024564994882292734
18129,52,114,37,7023,9770,0.011668372569089048
18129,53,61,16,3792,9770,0.00624360286591607
18129,54,386,39,26098,9770,0.03950870010235415
18129,56,260,30,11937,9770,0.02661207778915046
18129,61,77,5,1699,9770,0.007881269191402251
18129,62,472,50,16328,9770,0.048311156601842375
18129,71,25,4,529,9770,0.00255885363357216
18129,72,546,39,9765,9770,0.055885363357215966
18129,81,330,66,13846,9770,0.033776867963152504
18131,11,57,3,3810,4369,0.013046463721675441
18131,23,127,31,6158,4369,0.029068436713206684
18131,31-33,1786,19,122263,4369,0.40878919661249713
18131,42,457,25,24717,4369,0.10460059510185397
18131,44-45,437,46,13544,4369,0.10002288853284505
18131,48-49,124,31,8342,4369,0.028381780727855344
18131,51,11,4,366,4369,0.0025177386129549098
18131,52,111,19,6579,4369,0.025406271457999542
18131,53,20,8,460,4369,0.004577706569008927
18131,54,75,22,3281,4369,0.017166399633783476
18131,56,54,13,3583,4369,0.012359807736324101
18131,62,694,21,34817,4369,0.15884641794460974
18131,71,7,7,382,4369,0.0016021972991531242
18131,72,232,28,3290,4369,0.053101396200503546
18131,81,141,46,3914,4369,0.032272831311512935
18133,11,5,5,178,11696,4.274965800273598e-4
18133,21,77,6,5380,11696,0.0065834473324213405
18133,22,69,5,5062,11696,0.005899452804377565
18133,23,537,113,27637,11696,0.04591313269493844
18133,31-33,2560,23,167924,11696,0.2188782489740082
18133,42,121,16,8759,11696,0.010345417236662107
18133,44-45,1281,113,45063,11696,0.10952462380300958
18133,48-49,871,31,52019,11696,0.07446990424076608
18133,51,123,12,8605,11696,0.010516415868673051
18133,52,245,44,13644,11696,0.020947332421340628
18133,53,105,34,3915,11696,0.008977428180574556
18133,54,211,45,10126,11696,0.018040355677154583
18133,56,793,34,24498,11696,0.06780095759233926
18133,61,1187,6,40481,11696,0.10148768809849522
18133,62,1901,74,82041,11696,0.16253419972640218
18133,71,42,8,1138,11696,0.003590971272229822
18133,72,1247,82,23476,11696,0.10661764705882353
18133,81,321,96,9855,11696,0.027445280437756497
18135,22,180,5,18393,5559,0.032379924446842956
18135,23,460,59,29091,5559,0.08274869580859867
18135,31-33,1751,40,104910,5559,0.3149847094801223
18135,42,112,13,7099,5559,0.020147508544702285
18135,44-45,664,70,18534,5559,0.11944594351502069
18135,48-49,125,29,8718,5559,0.022486058643640942
18135,51,22,5,622,5559,0.003957546321280806
18135,52,109,20,5057,5559,0.0196078431372549
18135,53,44,20,1293,5559,0.007915092642561612
18135,54,163,35,6578,5559,0.02932182047130779
18135,56,187,19,9807,5559,0.03363914373088685
18135,61,51,3,1742,5559,0.009174311926605505
18135,62,704,51,31274,5559,0.1266414822809858
18135,71,151,12,4873,5559,0.027163158841518258
18135,72,556,43,8802,5559,0.10001798884691492
18135,81,259,64,5768,5559,0.046591113509624034
18137,11,2,3,139,10076,1.984914648670107e-4
18137,21,31,3,2382,10076,0.003076617705438666
18137,22,92,6,7412,10076,0.009130607383882492
18137,23,432,89,24449,10076,0.04287415641127432
18137,31-33,1412,32,77774,10076,0.14013497419610957
18137,42,849,25,51418,10076,0.08425962683604606
18137,44-45,950,100,32720,10076,0.0942834458118301
18137,48-49,1049,40,64658,10076,0.10410877332274712
18137,51,120,8,6458,10076,0.011909487892020643
18137,52,257,48,16203,10076,0.02550615323541088
18137,53,37,17,1321,10076,0.0036720921000396984
18137,54,142,35,8840,10076,0.01409289400555776
18137,55,1683,7,118294,10076,0.16703056768558952
18137,56,383,23,19572,10076,0.038011115522032554
18137,61,17,6,982,10076,0.001687177451369591
18137,62,1423,69,67325,10076,0.14122667725287813
18137,71,151,8,3607,10076,0.014986105597459309
18137,72,620,50,11085,10076,0.06153235410877332
18137,81,422,95,11762,10076,0.04188169908693926
18137,99,4,3,90,10076,3.969829297340214e-4
18139,11,50,3,3604,3819,0.013092432573972244
18139,23,237,44,11868,3819,0.062058130400628436
18139,31-33,571,25,24841,3819,0.14951557999476303
18139,42,595,24,38051,3819,0.1557999476302697
18139,44-45,456,54,14626,3819,0.11940298507462686
18139,48-49,329,32,21794,3819,0.08614820633673737
18139,51,20,5,804,3819,0.005236973029588898
18139,52,74,22,5035,3819,0.01937680020947892
18139,53,25,11,628,3819,0.006546216286986122
18139,54,180,30,11815,3819,0.04713275726630008
18139,56,91,14,3339,3819,0.023828227284629484
18139,62,555,33,32962,3819,0.1453260015710919
18139,71,37,5,747,3819,0.00968840010473946
18139,72,283,27,5621,3819,0.0741031683686829
18139,81,205,50,5215,3819,0.0536789735532862
18141,11,5,5,231,120211,4.1593531374000715e-5
18141,22,174,9,17579,120211,0.001447454891815225
18141,23,5312,430,397367,120211,0.04418896773173836
18141,31-33,13739,313,871647,120211,0.11429070550947916
18141,42,5182,333,375957,120211,0.04310753591601434
18141,44-45,16005,878,581697,120211,0.1331408939281763
18141,48-49,4171,178,207929,120211,0.0346973238721914
18141,51,3447,117,329650,120211,0.028674580529236094
18141,52,3640,376,309516,120211,0.03028009084027252
18141,53,1612,255,81229,120211,0.01340975451497783
18141,54,4649,475,344713,120211,0.03867366547154587
18141,55,1948,36,153614,120211,0.01620483982331068
18141,56,4538,347,188891,120211,0.03775028907504305
18141,61,17314,80,780166,120211,0.14403008044188967
18141,62,20348,775,1179232,120211,0.1692690352796333
18141,71,1030,75,27708,120211,0.008568267463044147
18141,72,12276,630,254441,120211,0.10212043822944655
18141,81,4820,642,181929,120211,0.04009616424453669
18141,99,1,5,300,120211,8.318706274800143e-6
18143,23,196,32,9822,6580,0.029787234042553193
18143,31-33,2496,22,136612,6580,0.37933130699088147
18143,42,35,9,1670,6580,0.005319148936170213
18143,44-45,921,80,28704,6580,0.13996960486322188
18143,48-49,52,15,4955,6580,0.007902735562310031
18143,51,24,4,998,6580,0.00364741641337386
18143,52,107,24,6498,6580,0.016261398176291793
18143,53,63,18,1538,6580,0.009574468085106383
18143,54,112,16,3704,6580,0.01702127659574468
18143,56,155,23,3988,6580,0.023556231003039513
18143,61,42,3,1001,6580,0.006382978723404255
18143,62,1255,64,42069,6580,0.19072948328267478
18143,71,38,8,515,6580,0.005775075987841946
18143,72,780,35,14241,6580,0.11854103343465046
18143,81,229,44,7981,6580,0.03480243161094225
18145,21,49,4,4035,17044,0.002874911992490026
18145,22,46,5,4553,17044,0.0026988969725416567
18145,23,1159,123,77729,17044,0.06800046937338652
18145,31-33,4642,68,318632,17044,0.27235390753344285
18145,42,379,35,25192,17044,0.02223656418681061
18145,44-45,1392,121,49032,17044,0.08167096925604318
18145,48-49,967,47,65837,17044,0.056735508096690916
18145,51,72,15,2721,17044,0.004224360478760855
18145,52,169,48,10712,17044,0.009915512790424783
18145,53,151,42,5996,17044,0.008859422670734569
18145,54,322,60,21842,17044,0.0188922788077916
18145,55,288,4,33485,17044,0.01689744191504342
18145,56,1948,57,102192,17044,0.11429241961980756
18145,61,26,3,606,17044,0.0015254635062191973
18145,62,2374,100,133355,17044,0.13928655245247595
18145,71,868,14,35942,17044,0.050927012438394745
18145,72,1500,88,29270,17044,0.08800750997418447
18145,81,685,115,25528,17044,0.040190096221544236
18147,22,192,8,20195,5132,0.037412314886983634
18147,23,288,50,18168,5132,0.05611847233047545
18147,31-33,1430,19,112786,5132,0.27864380358534685
18147,42,286,24,14257,5132,0.05572876071706937
18147,44-45,669,63,20354,5132,0.1303585346843336
18147,48-49,328,31,18058,5132,0.06391270459859703
18147,51,63,4,5001,5132,0.012275915822291504
18147,52,130,32,6441,5132,0.02533125487139517
18147,53,51,17,2195,5132,0.009937646141855027
18147,54,112,24,5959,5132,0.021823850350740453
18147,56,255,18,12921,5132,0.04968823070927514
18147,62,256,30,12343,5132,0.04988308651597818
18147,71,551,5,15998,5132,0.1073655494933749
18147,72,285,39,5759,5132,0.055533904910366326
18147,81,191,52,4322,5132,0.03721745908028059
18149,23,137,36,8034,3394,0.04036535061873895
18149,31-33,842,19,37230,3394,0.24808485562757807
18149,42,77,9,4213,3394,0.022687094873305835
18149,44-45,613,65,20339,3394,0.180612846199175
18149,48-49,54,18,3335,3394,0.015910430170889805
18149,51,36,5,2388,3394,0.01060695344725987
18149,52,65,14,2984,3394,0.01915144372421921
18149,53,17,11,366,3394,0.005008839127872717
18149,54,258,13,19054,3394,0.07601649970536241
18149,56,274,17,16884,3394,0.0807307012374779
18149,61,44,5,1279,3394,0.01296405421331762
18149,62,367,26,16059,3394,0.10813199764289923
18149,72,374,29,6444,3394,0.11019446081319977
18149,81,219,48,5508,3394,0.06452563347083087
18151,21,10,4,794,14322,6.982265046781176e-4
18151,23,396,95,22291,14322,0.027649769585253458
18151,31-33,4463,83,245409,14322,0.3116184890378439
18151,42,577,47,33105,14322,0.04028766931992738
18151,44-45,2062,153,61385,14322,0.14397430526462784
18151,48-49,523,40,34157,14322,0.03651724619466555
18151,51,113,15,8199,14322,0.007889959502862729
18151,52,178,47,9421,14322,0.012428431783270494
18151,53,109,42,4089,14322,0.007610668900991482
18151,54,247,67,11851,14322,0.017246194665549504
18151,55,13,3,752,14322,9.076944560815529e-4
